,depth,title,section,sentence
41,0,ELIZA,Design,"These steps represent the bulk of the procedures which ELIZA follows in order to create a response from a typical input, though there are several specialized situations that ELIZA/DOCTOR can respond to."
42,0,ELIZA,Design,One Weizenbaum specifically wrote about was when there is not a keyword.
43,0,ELIZA,Design,"One solution was to have ELIZA respond with a remark that lacked content, such as ""I see"" or ""Please go on""."
44,0,ELIZA,Design,"The second method was to use a ""MEMORY"" structure, which recorded prior recent inputs, and would use these inputs to create a response referencing a part of the earlier conversation when encountered with no keywords."
45,0,ELIZA,Design,"This was possible due to Slip's ability to tag words for other usage, which simultaneously allowed ELIZA to examine, store and repurpose words for usage in outputs."
46,0,ELIZA,Design,"While these functions were all framed in ELIZA's programming, the exact manner by which the program dismantled, examined, and reassembled inputs is determined by the operating script."
47,0,ELIZA,Design,"However, the script is not static, and can be edited, or a new one created, as is necessary for the operation in the context needed (thus how ELIZA can ""learn"" new information)."
48,0,ELIZA,Design,"This would allow the program to be applied in multiple situations, including the well-known DOCTOR script, which simulates a Rogerian psychotherapist.
"
49,0,ELIZA,Design,Weizenbaum's original MAD-SLIP implementation was re-written in Lisp by Bernie Cosell.
50,0,ELIZA,Design,A BASIC version appeared in Creative Computing in 1977 (although it was written in 1973 by Jeff Shrager).
51,0,ELIZA,Design,"This version, which was ported to many of the earliest personal computers, appears to have been subsequently translated into many other versions in many other languages.
"
52,0,ELIZA,Design,"Another version of Eliza popular among software engineers is the version that comes with the default release of GNU Emacs, and which can be accessed by typing M-x doctor from most modern emacs implementations."
53,0,ELIZA,In popular culture,"In 1969, George Lucas and Walter Murch incorporated an Eliza-like dialogue interface in their screenplay for the feature film THX-1138."
54,0,ELIZA,In popular culture,"Inhabitants of the underground future world of THX would retreat to ""confession booths"" when stressed, and initiate a one-sided Eliza-formula conversation with a Jesus-faced computer who claimed to be ""Omm"".
"
55,0,ELIZA,In popular culture,ELIZA influenced a number of early computer games by demonstrating additional kinds of interface designs.
56,0,ELIZA,In popular culture,"Don Daglow wrote an enhanced version of the program called Ecala on a DEC PDP-10 minicomputer at Pomona College in 1973 before writing the computer role-playing game Dungeon (1975).
"
57,0,ELIZA,In popular culture,"In the 2008 anime RD Sennou Chousashitsu, aka Real Drive, a character named Eliza Weizenbaum appears, an obvious tribute to ELIZA and Joseph Weizenbaum.  "
58,0,ELIZA,In popular culture,"Her behavior in the story often mimics the responses of the ELIZA program.
"
59,0,ELIZA,In popular culture,"The 2011 video game, Deus Ex: Human Revolution, features an artificial intelligence Picus TV Network newsreader named Eliza Cassan.
"
60,0,ELIZA,In popular culture,"In January 2018, the twelfth episode of the American sitcom Young Sheldon starred the protagonist ""conversing"" with ELIZA, hoping to resolve a domestic issue."
61,0,ELIZA,In popular culture,"On July 19, 2018, ELIZA was in a brief mention by the protagonist of the movie Zoe to support his reasoning behind why his relationship with Zoe, a hyper-realistic AI, wasn't real.
"
62,0,ELIZA,In popular culture,"On August 12, 2019, independent game developer Zachtronics published a visual novel called Eliza, about an AI-based counseling service inspired by ELIZA."
63,0,ELIZA,Response and legacy,Lay responses to ELIZA were disturbing to Weizenbaum and motivated him to write his book Computer Power and Human Reason:
64,0,ELIZA,Response and legacy,"From Judgment to Calculation, in which he explains the limits of computers, as he wants to make clear in people's minds his opinion that the anthropomorphic views of computers are just a reduction of the human being and any life form for that matter."
65,0,ELIZA,Response and legacy,In the independent documentary film Plug & Pray (2010)
66,0,ELIZA,Response and legacy,Weizenbaum said that only people who misunderstood ELIZA called it a sensation.
67,0,ELIZA,Response and legacy,"The Israeli poet David Avidan, who was fascinated with future technologies and their relation to art, desired to explore the use of computers for writing literature."
68,0,ELIZA,Response and legacy,"He conducted several conversations with an APL implementation of ELIZA and published them – in English, and in his own translation to Hebrew – under the title My Electronic Psychiatrist –"
69,0,ELIZA,Response and legacy,Eight Authentic Talks with a Computer.
70,0,ELIZA,Response and legacy,In the foreword he presented it as a form of constrained writing.
71,0,ELIZA,Response and legacy,There are many programs based on ELIZA in different programming languages.
72,0,ELIZA,Response and legacy,"In 1980 a company called ""Don't Ask Software"" created a version called ""Abuse"" for the Apple II, Atari, and Commodore 64 computers, which verbally abused the user based on the user's input."
73,0,ELIZA,Response and legacy,"Other versions adapted ELIZA around a religious theme, such as ones featuring Jesus (both serious and comedic) and another Apple II variant called I Am Buddha."
74,0,ELIZA,Response and legacy,The 1980 game The Prisoner incorporated ELIZA-style interaction within its gameplay.
75,0,ELIZA,Response and legacy,"In 1988 the British artist and friend of Weizenbaum Brian Reffin Smith created and showed at the exhibition ""Salamandre"", in the Musée du Berry, Bourges, France, two art-oriented ELIZA-style programs written in BASIC, one called ""Critic"" and the other ""Artist"", running on two separate Amiga 1000 computers."
76,0,ELIZA,Response and legacy,"The visitor was supposed to help them converse by typing in to ""Artist"" what ""Critic"" said, and vice versa."
77,0,ELIZA,Response and legacy,The secret was that the two programs were identical.
78,0,ELIZA,Response and legacy,GNU Emacs formerly had a psychoanalyze-pinhead command that simulates a session between ELIZA and Zippy the Pinhead.
79,0,ELIZA,Response and legacy,"The Zippyisms were removed due to copyright issues, but the DOCTOR program remains.
"
80,0,ELIZA,Response and legacy,ELIZA has been referenced in popular culture and continues to be a source of inspiration for programmers and developers focused on Artificial Intelligence.
81,0,ELIZA,Response and legacy,"It was also featured in a 2012 exhibit at Harvard University titled ""Go Ask A.L.I.C.E"", as part of a celebration of mathematician Alan Turing's 100th birthday."
82,0,ELIZA,Response and legacy,"The exhibit explores Turing's lifelong fascination with the interaction between humans and computers, pointing to ELIZA as one of the earliest realizations of Turing's ideas."
83,1,ELIZA effect,Overview,"In its specific form, the ELIZA effect refers only to ""the susceptibility of people to read far more understanding than is warranted into strings of symbols—especially words"
84,1,ELIZA effect,Overview,"—strung together by computers""."
85,1,ELIZA effect,Overview,"A trivial example of the specific form of the Eliza effect, given by Douglas Hofstadter, involves an automated teller machine which displays the words ""THANK YOU"" at the end of a transaction."
86,1,ELIZA effect,Overview,"A (very) casual observer might think that the machine is actually expressing gratitude; however, the machine is only printing a preprogrammed string of symbols."
87,1,ELIZA effect,Overview,"More generally, the ELIZA effect describes any situation where, based solely on a system's output, users perceive computer systems as having ""intrinsic qualities and abilities which the software controlling the (output) cannot possibly achieve"" or ""assume that [outputs] reflect a greater causality than they actually do""."
88,1,ELIZA effect,Overview,"In both its specific and general forms, the ELIZA effect is notable for occurring even when users of the system are aware of the determinate nature of output produced by the system."
89,1,ELIZA effect,Overview,"From a psychological standpoint, the ELIZA effect is the result of a subtle cognitive dissonance between the user's awareness of programming limitations and their behavior towards the output of the program."
90,1,ELIZA effect,Overview,"The discovery of the ELIZA effect was an important development in artificial intelligence, demonstrating the principle of using social engineering rather than explicit programming to pass a Turing test."
91,1,ELIZA effect,Origin,"The effect is named for the 1966 chatterbot ELIZA, developed by MIT computer scientist Joseph Weizenbaum."
92,1,ELIZA effect,Origin,"When executing Weizenbaum's DOCTOR script, ELIZA parodied a Rogerian psychotherapist, largely by rephrasing the ""patient""'s replies as questions:

Human:"
93,1,ELIZA effect,Origin,"Well, my boyfriend made me come here.
"
94,1,ELIZA effect,Origin,ELIZA:
95,1,ELIZA effect,Origin,"Your boyfriend made you come here?
"
96,1,ELIZA effect,Origin,Human:
97,1,ELIZA effect,Origin,"He says I'm depressed much of the time.
"
98,1,ELIZA effect,Origin,"ELIZA: I am sorry to hear you are depressed.
"
99,1,ELIZA effect,Origin,Human: It's true.
100,1,ELIZA effect,Origin,"I'm unhappy.
"
101,1,ELIZA effect,Origin,ELIZA:
102,1,ELIZA effect,Origin,"Do you think coming here will help you not to be unhappy?Though designed strictly as a mechanism to support ""natural language conversation"" with a computer, ELIZA's DOCTOR script was found to be surprisingly successful in eliciting emotional responses from users who, in the course of interacting with the program, began to ascribe understanding and motivation to the program's output."
103,1,ELIZA effect,Origin,"As Weizenbaum later wrote, ""I had not realized ... that extremely short exposures to a relatively simple computer program could induce powerful delusional thinking in quite normal people."
104,1,ELIZA effect,Origin,"Indeed, ELIZA's code had not been designed to evoke this reaction in the first place."
105,1,ELIZA effect,Origin,"Upon observation, researchers discovered users unconsciously assuming ELIZA's questions implied interest and emotional involvement in the topics discussed, even when they consciously knew that ELIZA did not simulate emotion."
106,2,Philosophical zombie,History,"Philosophical zombies are associated with David Chalmers, but it was philosopher Robert Kirk who first used the term ""zombie"" in this context in 1974."
107,2,Philosophical zombie,History,"Prior to that, Karlyn Campbell made a similar argument in his 1970 book Body and Mind, using the term ""Imitation Man."
108,2,Philosophical zombie,History,"Chalmers further developed and popularized the idea in his work.
"
109,2,Philosophical zombie,History,There has been a lively debate about what the zombie argument shows.
110,2,Philosophical zombie,History,"Critics who primarily argue that zombies are not conceivable include Daniel Dennett, Nigil J. T. Thomas, David Braddon-Mitchell, and Robert Kirk; critics who assert mostly that conceivability does not entail possibility include Katalin Balog, Keith Frankish, Christopher Hill, and Stephen Yablo; and critics who question the logical validity of the argument include George Bealer."
111,2,Philosophical zombie,History,"In his 2019 update to the article on philosophical zombies in the Stanford Encyclopedia of Philosophy, Kirk summed up the current state of the debate:

"
112,2,Philosophical zombie,History,In spite of the fact that the arguments on both sides have become increasingly sophisticated — or perhaps because of it
113,2,Philosophical zombie,History,— they have not become more persuasive.
114,2,Philosophical zombie,History,"The pull in each direction remains strong.
"
115,2,Philosophical zombie,History,"A 2013 survey of professional philosophers conducted by Bourget and Chalmers produced the following results:

35.6% said P Zombies were conceivable but not metaphysically possible; 23.3% said they were metaphysically possible; 16.0% said they were inconceivable; and 25.1% responded ""other."
116,2,Philosophical zombie,Types of zombies,"Though philosophical zombies are widely used in thought experiments, the detailed articulation of the concept is not always the same."
117,2,Philosophical zombie,Types of zombies,"P-zombies were introduced primarily to argue against specific types of physicalism such as behaviorism, according to which mental states exist solely as behavior."
118,2,Philosophical zombie,Types of zombies,"Belief, desire, thought, consciousness, and so on, are only behavior (whether external behavior or internal behavior) or tendencies towards behaviors."
119,2,Philosophical zombie,Types of zombies,"A p-zombie that is behaviorally indistinguishable from a normal human being but lacks conscious experiences is therefore not logically possible according to the behaviorist, so an appeal to the logical possibility of a p-zombie furnishes an argument that behaviorism is false."
120,2,Philosophical zombie,Types of zombies,"Proponents of zombie arguments generally accept that p-zombies are not physically possible, while opponents necessarily deny that they are metaphysically or, in some cases, even logically possible.
"
121,2,Philosophical zombie,Types of zombies,"The unifying idea of the zombie is of a human that has no conscious experience, but one might distinguish various types of zombie used in different thought experiments as follows:

A behavioral zombie that is behaviorally indistinguishable from a human.
"
122,2,Philosophical zombie,Types of zombies,"A neurological zombie that has a human brain and is generally physiologically indistinguishable from a human.
"
123,2,Philosophical zombie,Types of zombies,"A soulless zombie that lacks a soul.
"
124,2,Philosophical zombie,Types of zombies,"A zombie universe that is identical to our world in all physical ways, except no being in that world has qualia."
125,2,Philosophical zombie,Zombie arguments,Zombie arguments often support lines of reasoning that aim to show that zombies are metaphysically possible in order to support some form of dualism – in this case the view that the world includes two kinds of substance (or perhaps two kinds of property); the mental and the physical.
126,2,Philosophical zombie,Zombie arguments,"According to physicalism, physical facts determine all other facts."
127,2,Philosophical zombie,Zombie arguments,"Since any fact other than that of consciousness may be held to be the same for a p-zombie and a normal conscious human, it follows that physicalism must hold that p-zombies are either not possible or are the same as normal humans.
"
128,2,Philosophical zombie,Zombie arguments,The zombie argument is a version of general modal arguments against physicalism such as that of Saul Kripke and the kind of physicalism known as type-identity theory.
129,2,Philosophical zombie,Zombie arguments,Further such arguments were notably advanced in the 1970s by Thomas Nagel (1970; 1974) and Robert Kirk (1974)
130,2,Philosophical zombie,Zombie arguments,but the general argument was most famously developed in detail by David Chalmers in The Conscious Mind (1996).
131,2,Philosophical zombie,Zombie arguments,"According to Chalmers one can coherently conceive of an entire zombie world, a world physically indistinguishable from this world but entirely lacking conscious experience."
132,2,Philosophical zombie,Zombie arguments,The counterpart of every conscious being in our world would be a p-zombie.
133,2,Philosophical zombie,Zombie arguments,"Since such a world is conceivable, Chalmers claims, it is metaphysically possible, which is all the argument requires."
134,2,Philosophical zombie,Zombie arguments,"Chalmers states: ""Zombies are probably not naturally possible: they probably cannot exist in our world, with its laws of nature."
135,2,Philosophical zombie,Zombie arguments,"The outline structure of Chalmers' version of the zombie argument is as follows;

"
136,2,Philosophical zombie,Zombie arguments,"According to physicalism, all that exists in our world (including consciousness) is physical.
"
137,2,Philosophical zombie,Zombie arguments,"Thus, if physicalism is true, a metaphysically possible world in which all physical facts are the same as those of the actual world must contain everything that exists in our actual world."
138,2,Philosophical zombie,Zombie arguments,"In particular, conscious experience must exist in such a possible world.
"
139,2,Philosophical zombie,Zombie arguments,In fact we can conceive of a world physically indistinguishable from our world but in which there is no consciousness (a zombie world).
140,2,Philosophical zombie,Zombie arguments,"From this (so Chalmers argues) it follows that such a world is metaphysically possible.
"
141,2,Philosophical zombie,Zombie arguments,"Therefore, physicalism is false."
142,2,Philosophical zombie,Zombie arguments,(The conclusion follows from 2.
143,2,Philosophical zombie,Zombie arguments,and 3. by modus tollens.)The above is a strong formulation of the zombie argument.
144,2,Philosophical zombie,Zombie arguments,There are other formulations of the zombies-type argument which follow the same general form.
145,2,Philosophical zombie,Zombie arguments,The premises of the general zombies argument are implied by the premises of all the specific zombie arguments.
146,2,Philosophical zombie,Zombie arguments,A general zombies argument is in part motivated by potential disagreements between various anti-physicalist views.
147,2,Philosophical zombie,Zombie arguments,"For example, an anti-physicalist view can consistently assert that p-zombies are metaphysically impossible but that inverted qualia (such as inverted spectra) or absent qualia (partial zombiehood) are metaphysically possible."
148,2,Philosophical zombie,Zombie arguments,Premises regarding inverted qualia or partial zombiehood can substitute premises regarding p-zombies to produce variations of the zombie argument.
149,2,Philosophical zombie,Zombie arguments,The metaphysical possibility of a physically indistinguishable world with either inverted qualia or partial zombiehood would imply that physical truths don't metaphysically necessitate phenomenal truths.
150,2,Philosophical zombie,Zombie arguments,"To formulate the general form of the zombies argument, take the sentence 'P' to be true if and only if the conjunct of all microphysical truths of our world obtain, take the sentence 'Q' to be true if some phenomenal truth, that obtains in the actual world, obtains."
151,2,Philosophical zombie,Zombie arguments,"The general argument goes as follows.

"
152,2,Philosophical zombie,Zombie arguments,"It is conceivable that P is true and Q is not true.
"
153,2,Philosophical zombie,Zombie arguments,"If it is conceivable that P is true and Q is not true then it is metaphysically possible that P is true and Q not true.
"
154,2,Philosophical zombie,Zombie arguments,If it is metaphysically possible that P is true and Q is not true then
155,2,Philosophical zombie,Zombie arguments,"physicalism is false.
"
156,2,Philosophical zombie,Zombie arguments,"Therefore, physicalism is false."
157,2,Philosophical zombie,Zombie arguments,Q can be false in a possible world if any of the following obtains: (1) there exists at least one invert relative to the actual world
158,2,Philosophical zombie,Zombie arguments,(2) there is at least one absent quale relative to the actual world (3) all actually conscious beings are p-zombies (all actual qualia are absent qualia).
159,2,Philosophical zombie,Responses,"If one accepts two-dimensional semantics, Chalmers' argument is logically valid."
160,2,Philosophical zombie,Responses,"Some philosophers accept its validity but dispute its soundness, arguing that its premises are false."
161,2,Philosophical zombie,Responses,"Zombies might not actually be conceivable or, if they are, just because they are conceivable, that might not mean that they are possible."
162,2,Philosophical zombie,Responses,"Chalmers has argued that zombies are conceivable, saying ""it certainly seems that a coherent situation is described; I can discern no contradiction in the description."
163,2,Philosophical zombie,Responses,"This leads to the questions of the relevant notion of ""possibility"": if something is conceivable, does that mean it is possible?"
164,2,Philosophical zombie,Responses,"Most physicalist responses deny that the premise of a zombie scenario is possible.
"
165,2,Philosophical zombie,Responses,"Many physicalist philosophers have argued that this scenario eliminates itself by its description; the basis of a physicalist argument is that the world is defined entirely by physicality; thus, a world that was physically identical would necessarily contain consciousness, as consciousness would necessarily be generated from any set of physical circumstances identical to our own.
"
166,2,Philosophical zombie,Responses,One can hold that zombies are a logical possibility but not a metaphysical possibility.
167,2,Philosophical zombie,Responses,"If logical possibility does not entail metaphysical possibility across the domain of relevant truths, then the mere logical possibility of zombies is not sufficient to establish their metaphysical possibility."
168,2,Philosophical zombie,Responses,"The zombie argument claims that one can tell by the power of reason that such a ""zombie scenario"" is metaphysically possible."
169,2,Philosophical zombie,Responses,"Chalmers states; ""From the conceivability of zombies, proponents of the argument infer their metaphysical possibility"" and argues that this inference, while not generally legitimate, is legitimate for phenomenal concepts such as consciousness since we must adhere to ""Kripke's insight that for phenomenal concepts, there is no gap between reference-fixers and reference (or between primary and secondary intentions)."
170,2,Philosophical zombie,Responses,"That is, for phenomenal concepts, conceivability implies possibility."
171,2,Philosophical zombie,Responses,"According to Chalmers, whatever is logically possible is also, in the sense relevant here, metaphysically possible."
172,2,Philosophical zombie,Responses,Another response is the denial of the idea that qualia and related phenomenal notions of the mind are in the first place coherent concepts.
173,2,Philosophical zombie,Responses,"Daniel Dennett and others argue that while consciousness and subjective experience exist in some sense, they are not as the zombie argument proponent claims."
174,2,Philosophical zombie,Responses,"The experience of pain, for example, is not something that can be stripped off a person's mental life without bringing about any behavioral or physiological differences."
175,2,Philosophical zombie,Responses,Dennett believes that consciousness is a complex series of functions and ideas.
176,2,Philosophical zombie,Responses,"If we all can have these experiences the idea of the p-zombie is meaningless.
"
177,2,Philosophical zombie,Responses,"Dennett argues that ""when philosophers claim that zombies are conceivable, they invariably underestimate the task of conception (or imagination), and end up imagining something that violates their own definition""."
178,2,Philosophical zombie,Responses,"He coined the term ""zimboes"" – p-zombies that have second-order beliefs – to argue that the idea of a p-zombie is incoherent; ""Zimboes thinkZ they are conscious, thinkZ they have qualia, thinkZ they suffer pains –"
179,2,Philosophical zombie,Responses,"they are just 'wrong' (according to this lamentable tradition), in ways that neither they nor we could ever discover!""."
180,2,Philosophical zombie,Responses,"Under (reductive) physicalism, one is inclined to believe either that anyone including oneself might be a zombie, or that no one can be a zombie – following from the assertion that one's own conviction about being, or not being a zombie is (just) a product of the physical world and is therefore no different from anyone else's."
181,2,Philosophical zombie,Responses,"P-zombies in an observed world would be indistinguishable from the observer, even hypothetically (when the observer makes no assumptions regarding the validity of their convictions)."
182,2,Philosophical zombie,Responses,"Furthermore, when concept of self is deemed to correspond to physical reality alone (reductive physicalism), philosophical zombies are denied by definition."
183,2,Philosophical zombie,Responses,"When a distinction is made in one's mind between a hypothetical zombie and oneself (assumed not to be a zombie), the hypothetical zombie, being a subset of the concept of oneself, must entail a deficit in observables (cognitive systems), a ""seductive error"" contradicting the original definition of a zombie.
"
184,2,Philosophical zombie,Responses,"Verificationism states that, for words to have meaning, their use must be open to public verification."
185,2,Philosophical zombie,Responses,"Since it is assumed that we can talk about our qualia, the existence of zombies is impossible."
186,2,Philosophical zombie,Responses,"A related argument is that of ""zombie-utterance""."
187,2,Philosophical zombie,Responses,"If someone were to say they love the smell of some food, a zombie producing the same reaction would be perceived as a person having complex thoughts and ideas in their head indicated by the ability to vocalize it."
188,2,Philosophical zombie,Responses,If zombies were without awareness of their perceptions the idea of uttering words could not occur to them.
189,2,Philosophical zombie,Responses,"Therefore, if a zombie has the ability to speak, it is not a zombie.
"
190,2,Philosophical zombie,Responses,Artificial intelligence researcher Marvin Minsky saw the argument as circular.
191,2,Philosophical zombie,Responses,"The proposition of the possibility of something physically identical to a human but without subjective experience assumes that the physical characteristics of humans are not what produces those experiences, which is exactly what the argument was claiming to prove."
192,2,Philosophical zombie,Responses,Richard Brown agrees that the zombie argument is circular.
193,2,Philosophical zombie,Responses,"To show this, he proposes ""zoombies"", which are creatures nonphysically identical to people in every way and lacking phenomenal consciousness."
194,2,Philosophical zombie,Responses,"If zoombies existed, they would refute dualism because they would show that consciousness is not nonphysical, i.e., is physical."
195,2,Philosophical zombie,Responses,"Paralleling the argument from Chalmers: It's conceivable that zoombies exist, so it's possible they exist, so dualism is false."
196,2,Philosophical zombie,Responses,"Given the symmetry between the zombie and zoombie arguments, we can't arbitrate the physicalism/dualism question a priori."
197,2,Philosophical zombie,Responses,Stephen Yablo's (1998) response is to provide an error theory to account for the intuition that zombies are possible.
198,2,Philosophical zombie,Responses,Notions of what counts as physical and as physically possible change over time so conceptual analysis is not reliable here.
199,2,Philosophical zombie,Responses,"Yablo says he is ""braced for the information that is going to make zombies inconceivable, even though I have no real idea what form the information is going to take.""The zombie argument is difficult to assess because it brings to light fundamental disagreements about the method and scope of philosophy itself and the nature and abilities of conceptual analysis."
200,2,Philosophical zombie,Responses,Proponents of the zombie argument may think that conceptual analysis is a central part of (if not the only part of) philosophy and that it certainly can do a great deal of philosophical work.
201,2,Philosophical zombie,Responses,"However others, such as Dennett, Paul Churchland and W.V.O. Quine, have fundamentally different views."
202,2,Philosophical zombie,Responses,"For this reason, discussion of the zombie argument remains vigorous in philosophy.
"
203,2,Philosophical zombie,Responses,Some accept modal reasoning in general but deny it in the zombie case.
204,2,Philosophical zombie,Responses,"Christopher S. Hill and Brian P. Mclaughlin suggest that the zombie thought experiment combines imagination of a ""sympathetic"" nature (putting oneself in a phenomenal state) and a ""perceptual"" nature (imagining becoming aware of something in the outside world)."
205,2,Philosophical zombie,Responses,"Each type of imagination may work on its own, but they're not guaranteed to work when both used at the same time."
206,2,Philosophical zombie,Responses,Hence Chalmers's argument needn't go through.
207,2,Philosophical zombie,Responses,"Moreover, while Chalmers defuses criticisms of the view that conceivability can tell us about possibility, he provides no positive defense of the principle."
208,2,Philosophical zombie,Responses,"As an analogy, the generalized continuum hypothesis has no known counterexamples, but this doesn't mean we must accept it."
209,2,Philosophical zombie,Responses,"And indeed, the fact that Chalmers concludes we have epiphenomenal mental states that don't cause our physical behavior seems one reason to reject his principle."
210,2,Philosophical zombie,Responses,"Another way to construe the zombie hypothesis is epistemically – as a problem of causal explanation, rather than as a problem of logical or metaphysical possibility."
211,2,Philosophical zombie,Responses,"The ""explanatory gap"" –"
212,2,Philosophical zombie,Responses,"also called the ""hard problem of consciousness"
213,2,Philosophical zombie,Responses,""" – is the claim that  (to date) no one has provided a convincing causal explanation of how and why we are conscious."
214,2,Philosophical zombie,Responses,It is a manifestation of the very same gap that (to date) no one has provided a convincing causal explanation of how and why we are not zombies.
215,2,Philosophical zombie,Related thought-experiments,"Frank Jackson's Mary's room argument is based around a hypothetical scientist, Mary, who is forced to view the world through a black-and-white television screen in a black and white room."
